Code du partenaire;Adresse compléte;ID adresse;Rue;Bloquer;Ville;Code postal;Nom
ES936388804;GAVAOPTIC BEGAS, 5 LOCAL   Barcelona 8850 Spain;GAVAOPTIC;BEGAS, 5 LOCAL;;Barcelona;8850;Spain
ES936532993;OPTIMAR AVDA. JESUS CAUTIVO, S/N   Málaga 29640 Spain;OPTIMAR;AVDA. JESUS CAUTIVO, S/N;;Málaga;29640;Spain
ES936542741;OPTICA SIONA   FRANCESC MACIA, 11-15   Barcelona 8830 Spain;OPTICA SIONA;  FRANCESC MACIA, 11-15;;Barcelona;8830;Spain
ES936642959;MARIA ROCA OPTICA AVDA. PAU CASALS, 87 BIS   Barcelona 8450 Spain;MARIA ROCA OPTICA;AVDA. PAU CASALS, 87 BIS;;Barcelona;8450;Spain
ES936665144;OPTICA MAYTE PINTOR MANUEL AVELLANEDA Nº2   Murcia 30530 Spain;OPTICA MAYTE;PINTOR MANUEL AVELLANEDA Nº2;;Murcia;30530;Spain
ES936756111;OPTICA MONTSERRAT SANTACREU RAMBLA DEL CELLER, 83   Barcelona 8172 Spain;OPTICA MONTSERRAT SANTACREU;RAMBLA DEL CELLER, 83;;Barcelona;8172;Spain
ES936821612;OPTIRAPID PLAZA ANSELM CLAVE, 1   Barcelona 8740 Spain;OPTIRAPID;PLAZA ANSELM CLAVE, 1;;Barcelona;8740;Spain
ES936914651;OPTICA LANZA AV. PRIMAVERA, 29   Barcelona 8290 Spain;OPTICA LANZA;AV. PRIMAVERA, 29;;Barcelona;8290;Spain
ES936915607;CENTRO OPTICO CERDANYOLA RAMBLA DE MONTSERRAT, 1   Barcelona 8290 Spain;CENTRO OPTICO CERDANYOLA;RAMBLA DE MONTSERRAT, 1;;Barcelona;8290;Spain
ES937118134;OPTICA INDALO PASEO ESPRONCEDA, 60   Barcelona 8204 Spain;OPTICA INDALO;PASEO ESPRONCEDA, 60;;Barcelona;8204;Spain
ES937276771;DOS ÓPTICS CTRA. DE TERRASSA, 389 L-4   Barcelona 8205 Spain;DOS ÓPTICS;CTRA. DE TERRASSA, 389 L-4;;Barcelona;8205;Spain
ES937301104;OPTICA MATADEPERA   PASSATGE DEL RELLOTGE Nº 3   Barcelona 8230 Spain;OPTICA MATADEPERA;  PASSATGE DEL RELLOTGE Nº 3;;Barcelona;8230;Spain
ES937513998;VISUALENS ÒPTICS  GRAN VIA LLUIS COMPANYS 197B   Barcelona 8330 Spain;VISUALENS ÒPTICS; GRAN VIA LLUIS COMPANYS 197B;;Barcelona;8330;Spain
ES937570864;OPTICA GARCIA ROSSELLO, 27   Barcelona 8303 Spain;OPTICA GARCIA;ROSSELLO, 27;;Barcelona;8303;Spain
ES937611126;VISUALIA AVDA.DEL PINO,LOCAL 3   Alicante 3190 Spain;VISUALIA;AVDA.DEL PINO,LOCAL 3;;Alicante;3190;Spain
ES937620793;OPTICA PALAFOLLS   VALL D´AX Nº 2 - BAIXOS   Barcelona 8389 Spain;OPTICA PALAFOLLS;  VALL D´AX Nº 2 - BAIXOS;;Barcelona;8389;Spain
ES937741711;OPTICA EL PLA   PEP VENTURA, 8   Barcelona 8760 Spain;OPTICA EL PLA;  PEP VENTURA, 8;;Barcelona;8760;Spain
ES937750155;OPTICA PLANS FRANCESC SANTACANA, 22   Barcelona 8760 Spain;OPTICA PLANS;FRANCESC SANTACANA, 22;;Barcelona;8760;Spain
ES937855958;OPTIMUS VISION CARRETERA CASTELLAR 116   Barcelona 8222 Spain;OPTIMUS VISION;CARRETERA CASTELLAR 116;;Barcelona;8222;Spain
ES937860839;OPTICA VALLPARADIS AVDA JACQUARD, 71   Barcelona 8222 Spain;OPTICA VALLPARADIS;AVDA JACQUARD, 71;;Barcelona;8222;Spain
ES937886333;OPTICA MARTIN SANT PERE, 55   Barcelona 8221 Spain;OPTICA MARTIN;SANT PERE, 55;;Barcelona;8221;Spain
ES938036798;VALLS OPTICS PASEIG VERDAGUER, 102   Barcelona 8700 Spain;VALLS OPTICS;PASEIG VERDAGUER, 102;;Barcelona;8700;Spain
ES938042904;VALLS OPTICS   VALLS 14   Barcelona 8710 Spain;VALLS OPTICS;  VALLS 14;;Barcelona;8710;Spain
ES938183137;OPTICA SANT SADURNI PLAZA AJUNTAMENT, 6   Barcelona 8770 Spain;OPTICA SANT SADURNI;PLAZA AJUNTAMENT, 6;;Barcelona;8770;Spain
ES938207844;MOIÁ VISIÓ CTRA BARCELONA 3 LOCAL A   Barcelona 8180 Spain;MOIÁ VISIÓ;CTRA BARCELONA 3 LOCAL A;;Barcelona;8180;Spain
ES938387704;OPTICA AVINYO PLAZA MAYOR, 15   Barcelona 8279 Spain;OPTICA AVINYO;PLAZA MAYOR, 15;;Barcelona;8279;Spain
ES938413772;OPTICA MEGIA ESCUELAS, 3   Ciudad Real 13300 Spain;OPTICA MEGIA;ESCUELAS, 3;;Ciudad Real;13300;Spain
ES938424090;OPTICA LA ROCA   ESPRONCEDA, 56   Barcelona 8430 Spain;OPTICA LA ROCA;  ESPRONCEDA, 56;;Barcelona;8430;Spain
ES938643694;OPTICA PALAU AV. CATALUNYA, 245   Barcelona 8184 Spain;OPTICA PALAU;AV. CATALUNYA, 245;;Barcelona;8184;Spain
ES938716155;CENTRE OPTIC DEL VALLES BANYS, 6   Barcelona 8530 Spain;CENTRE OPTIC DEL VALLES;BANYS, 6;;Barcelona;8530;Spain
ES938724642;CARLES RIUS ROSES   POMPEU FABRA, Nº 8   Barcelona 8242 Spain;CARLES RIUS ROSES;  POMPEU FABRA, Nº 8;;Barcelona;8242;Spain
ES938764500;CENTRE VISIÓ AVDA. MONTSERRAT, 7   Barcelona 8250 Spain;CENTRE VISIÓ;AVDA. MONTSERRAT, 7;;Barcelona;8250;Spain
ES938793449;OPTICA VALLPI JOAN PRIM, 54   Barcelona 8400 Spain;OPTICA VALLPI;JOAN PRIM, 54;;Barcelona;8400;Spain
ES938863371;OPTICA SUPREM RAMBLA DEL PASSEIG, 24   Barcelona 8500 Spain;OPTICA SUPREM;RAMBLA DEL PASSEIG, 24;;Barcelona;8500;Spain
ES938952535;MON OPTIC PLAÇA JAUME MARSE 3-4   Barcelona 8880 Spain;MON OPTIC;PLAÇA JAUME MARSE 3-4;;Barcelona;8880;Spain
ES941136610;PRIMERA OPTICO CALAHORRA   MARTIRES, Nº 22   Logroño (La Rioja) 26500 Spain;PRIMERA OPTICO CALAHORRA;  MARTIRES, Nº 22;;Logroño (La Rioja);26500;Spain
ES941182840;PASCUAL OPTOMETRISTA   TUDELA, 10   Logroño (La Rioja) 26540 Spain;PASCUAL OPTOMETRISTA;  TUDELA, 10;;Logroño (La Rioja);26540;Spain
ES941204084;OPTICA GRAN VIA GRAN VIA, 39 BAJO   Logroño (La Rioja) 26002 Spain;OPTICA GRAN VIA;GRAN VIA, 39 BAJO;;Logroño (La Rioja);26002;Spain
ES941251179;OPTICA CADARSO   SAGASTA, 4 - PORTALES 47   Logroño (La Rioja) 26001 Spain;OPTICA CADARSO;  SAGASTA, 4 - PORTALES 47;;Logroño (La Rioja);26001;Spain
ES941384990;PRIMERA OPTICO ARNEDO   JUAN CARLOS I, Nº 10   Logroño (La Rioja) 26580 Spain;PRIMERA OPTICO ARNEDO;  JUAN CARLOS I, Nº 10;;Logroño (La Rioja);26580;Spain
ES941519264;PRIMERA OPTICO LOGROÑO CAMINO DE LAS TEJERAS, S/N   Logroño (La Rioja) 26006 Spain;PRIMERA OPTICO LOGROÑO;CAMINO DE LAS TEJERAS, S/N;;Logroño (La Rioja);26006;Spain
ES942212456;OPTICA SAMOT SAN FRANCISCO, 13   Santander (Cantabria) 39002 Spain;OPTICA SAMOT;SAN FRANCISCO, 13;;Santander (Cantabria);39002;Spain
ES942224440;OPTICA VARLI PASEO PEREDA, 4   Santander (Cantabria) 39004 Spain;OPTICA VARLI;PASEO PEREDA, 4;;Santander (Cantabria);39004;Spain
ES942225513;OPTICA IÑIGO AMOS DE ESCALANTE, 10   Santander (Cantabria) 39002 Spain;OPTICA IÑIGO;AMOS DE ESCALANTE, 10;;Santander (Cantabria);39002;Spain
ES942229845;GERMAN ZUBELDIA OPTICO DEL CUBO, 1   Santander (Cantabria) 39001 Spain;GERMAN ZUBELDIA OPTICO;DEL CUBO, 1;;Santander (Cantabria);39001;Spain
ES942261829;NUEVA VISION  ALDAY, S/N, C.C. VALLE REAL   Santander (Cantabria) 39609 Spain;NUEVA VISION; ALDAY, S/N, C.C. VALLE REAL;;Santander (Cantabria);39609;Spain
ES942282822;FARMA-OPT SANCHEZ-LASTRA MTNEZ   TETUAN, 54   Santander (Cantabria) 39004 Spain;FARMA-OPT SANCHEZ-LASTRA MTNEZ;  TETUAN, 54;;Santander (Cantabria);39004;Spain
ES942564553;OPTICA SARON AV.JUSTINA BERDIA   Santander (Cantabria) 39620 Spain;OPTICA SARON;AV.JUSTINA BERDIA;;Santander (Cantabria);39620;Spain
ES942610816;OPTICA NORTE GARELLY DE LA CAMARA, 1   Santander (Cantabria) 39770 Spain;OPTICA NORTE;GARELLY DE LA CAMARA, 1;;Santander (Cantabria);39770;Spain
ES942674456;CENTRO OPTICO COLINDRES HELIODORO FERNANDEZ, 29   Santander (Cantabria) 39750 Spain;CENTRO OPTICO COLINDRES;HELIODORO FERNANDEZ, 29;;Santander (Cantabria);39750;Spain
ES942676384;FARMACIA MªLUISA ALVAREZ MTNEZ PLAZA DE LA FUENTE, 14 BAJO   Santander (Cantabria) 39738 Spain;FARMACIA MªLUISA ALVAREZ MTNEZ;PLAZA DE LA FUENTE, 14 BAJO;;Santander (Cantabria);39738;Spain
ES942700754;OPTICA CANTABRIA AVDA. GENERALISIMO, 10   Santander (Cantabria) 39500 Spain;OPTICA CANTABRIA;AVDA. GENERALISIMO, 10;;Santander (Cantabria);39500;Spain
ES942766750;OPTICA IÑIGO EL ALISAL AVDA. LOS CIRUELOS, 37   Santander (Cantabria) 39011 Spain;OPTICA IÑIGO EL ALISAL;AVDA. LOS CIRUELOS, 37;;Santander (Cantabria);39011;Spain
ES942861248;OPTICA CUAIRAN   SANTANDER, 1   Santander (Cantabria) 39700 Spain;OPTICA CUAIRAN;  SANTANDER, 1;;Santander (Cantabria);39700;Spain
ES942882905;MODESTO LAFUENTE OPTICO JOSE Mª. PEREDA, 2   Santander (Cantabria) 39300 Spain;MODESTO LAFUENTE OPTICO;JOSE Mª. PEREDA, 2;;Santander (Cantabria);39300;Spain
ES942884488;OPTICA DIEGO Y FDEZ ABASCAL SERAFIN ESCALANTE, 11   Santander (Cantabria) 39300 Spain;OPTICA DIEGO Y FDEZ ABASCAL;SERAFIN ESCALANTE, 11;;Santander (Cantabria);39300;Spain
ES942884622;OPTICA CENTRO VISION MARTIRES, 12   Santander (Cantabria) 39300 Spain;OPTICA CENTRO VISION;MARTIRES, 12;;Santander (Cantabria);39300;Spain
ES943111840;OPTICA CONDAL AURELIO QUIROS, 4   Asturias 33180 Spain;OPTICA CONDAL;AURELIO QUIROS, 4;;Asturias;33180;Spain
ES943130613;GARRASTAZU OPTIKA SANTA MARINA, 24   Guipuzcoa 20800 Spain;GARRASTAZU OPTIKA;SANTA MARINA, 24;;Guipuzcoa;20800;Spain
ES943174651;OPTIKA ITZE PROBALEKU, 7   Vizcaya 48260 Spain;OPTIKA ITZE;PROBALEKU, 7;;Vizcaya;48260;Spain
ES943322896;OPTICA HAROTZ   SECUNDINO ESNAOLA, 22   Guipuzcoa 20001 Spain;OPTICA HAROTZ;  SECUNDINO ESNAOLA, 22;;Guipuzcoa;20001;Spain
ES943371047;OPTICA IRIGOYEN LARGONEA, 1   Guipuzcoa 20160 Spain;OPTICA IRIGOYEN;LARGONEA, 1;;Guipuzcoa;20160;Spain
ES943390448;AZKUENE-BIYOK OPTICOS AZKUENE,1   Guipuzcoa 20017 Spain;AZKUENE-BIYOK OPTICOS;AZKUENE,1;;Guipuzcoa;20017;Spain
ES943421000;OPTICA IZURUN   GARIBAY, 9   Guipuzcoa 20004 Spain;OPTICA IZURUN;  GARIBAY, 9;;Guipuzcoa;20004;Spain
ES943422856;RICARDO OPTICO LOYOLA, 9   Guipuzcoa 20005 Spain;RICARDO OPTICO;LOYOLA, 9;;Guipuzcoa;20005;Spain
ES943423374;OPTICA EDER   ANDIA, Nº 9   Guipuzcoa 20004 Spain;OPTICA EDER;  ANDIA, Nº 9;;Guipuzcoa;20004;Spain
ES943431499;JOSE MARI OPTICOS SAN MARTIN, 31   Guipuzcoa 20005 Spain;JOSE MARI OPTICOS;SAN MARTIN, 31;;Guipuzcoa;20005;Spain
ES943472361;OPTIKA HAROTZ   GREGORIO ORDOÑEZ, 1   Guipuzcoa 20011 Spain;OPTIKA HAROTZ;  GREGORIO ORDOÑEZ, 1;;Guipuzcoa;20011;Spain
ES943526856;OPTICA XENPELAR PLAZA FUEROS, 7   Guipuzcoa 20100 Spain;OPTICA XENPELAR;PLAZA FUEROS, 7;;Guipuzcoa;20100;Spain
ES943622402;CENTRO OPTICO BARANDIARAN FUEROS, 1   Guipuzcoa 20300 Spain;CENTRO OPTICO BARANDIARAN;FUEROS, 1;;Guipuzcoa;20300;Spain
ES943631033;OPTICA MUJICA PASEO COLON, 6   Guipuzcoa 20302 Spain;OPTICA MUJICA;PASEO COLON, 6;;Guipuzcoa;20302;Spain
ES943634733;OPTIKA BEGILAGUNA   RICARDO ALBERDI, Nº 1   Guipuzcoa 20304 Spain;OPTIKA BEGILAGUNA;  RICARDO ALBERDI, Nº 1;;Guipuzcoa;20304;Spain
ES943670560;OPTICA HAROTZ   MAYOR, 12 (NAGUSIA, 12)   Guipuzcoa 20400 Spain;OPTICA HAROTZ;  MAYOR, 12 (NAGUSIA, 12);;Guipuzcoa;20400;Spain
ES943673411;OPTICA ARGIZTI PLAZA DEL TRIANGULO, S/N   Guipuzcoa 20400 Spain;OPTICA ARGIZTI;PLAZA DEL TRIANGULO, S/N;;Guipuzcoa;20400;Spain
ES943716063;ARKAUZ OPTIKA LAZARRAGA, 2, BAJO   Guipuzcoa 20560 Spain;ARKAUZ OPTIKA;LAZARRAGA, 2, BAJO;;Guipuzcoa;20560;Spain
ES943733662;OPTIKA ARANZAZU NAVARRA, 27   Guipuzcoa 20230 Spain;OPTIKA ARANZAZU;NAVARRA, 27;;Guipuzcoa;20230;Spain
ES943762786;OPTICA MANSO PASEO DE IRIZAR, 2   Guipuzcoa 20570 Spain;OPTICA MANSO;PASEO DE IRIZAR, 2;;Guipuzcoa;20570;Spain
ES943882055;OPTICA IMAZ MAYOR, 46   Guipuzcoa 20200 Spain;OPTICA IMAZ;MAYOR, 46;;Guipuzcoa;20200;Spain
ES944060280;OPTICA GOYO PLAZA SAN PEDRO Nº 2   Vizcaya 48910 Spain;OPTICA GOYO;PLAZA SAN PEDRO Nº 2;;Vizcaya;48910;Spain
ES944127737;OPTICA BILBAINA AV. JULIAN DE GAYARRE, 6   Vizcaya 48004 Spain;OPTICA BILBAINA;AV. JULIAN DE GAYARRE, 6;;Vizcaya;48004;Spain
ES944217708;OPTICA RECALDE PLAZA RECALDE, 1   Vizcaya 48002 Spain;OPTICA RECALDE;PLAZA RECALDE, 1;;Vizcaya;48002;Spain
ES944222531;FRANCISCO OPTICA AUTONOMIA, 2   Vizcaya 48012 Spain;FRANCISCO OPTICA;AUTONOMIA, 2;;Vizcaya;48012;Spain
ES944337649;OPTICA NAZABAL   JULIAN BOLIVAR, 5   Vizcaya 48004 Spain;OPTICA NAZABAL;  JULIAN BOLIVAR, 5;;Vizcaya;48004;Spain
ES944371534;VALENTIN OPTICO AVDA. DE LA LIBERTAD, 19   Vizcaya 48901 Spain;VALENTIN OPTICO;AVDA. DE LA LIBERTAD, 19;;Vizcaya;48901;Spain
ES944632622;OPTIKA ELGEZABAL SABINO ARANA, 54 A   Vizcaya 48940 Spain;OPTIKA ELGEZABAL;SABINO ARANA, 54 A;;Vizcaya;48940;Spain
ES944668168;CENTRO DE OPTOMETRIA BARTUREN   MURUETA TORRE 2 C   Vizcaya 48200 Spain;CENTRO DE OPTOMETRIA BARTUREN;  MURUETA TORRE 2 C;;Vizcaya;48200;Spain
ES944834203;OPTICA KABIEZES FUNDACION HOGAR, 15   Vizcaya 48980 Spain;OPTICA KABIEZES;FUNDACION HOGAR, 15;;Vizcaya;48980;Spain
ES944910547;OPTICA ARGALUZA AVDA. BASAGOITI, 55   Vizcaya 48991 Spain;OPTICA ARGALUZA;AVDA. BASAGOITI, 55;;Vizcaya;48991;Spain
ES944912820;CENTROPTICA   TELLETXE, Nº 1   Vizcaya 48991 Spain;CENTROPTICA;  TELLETXE, Nº 1;;Vizcaya;48991;Spain
ES944971984;STELLE VISION KAREAGA, EDIFICIO 1-2, 2   Vizcaya 48903 Spain;STELLE VISION;KAREAGA, EDIFICIO 1-2, 2;;Vizcaya;48903;Spain
ES944994179;OPTICA LANDABEKO GALIZA, 2   Vizcaya 48902 Spain;OPTICA LANDABEKO;GALIZA, 2;;Vizcaya;48902;Spain
ES945010259;OPTICA ADURZA PASEO DE LA ZUMAQUERA 23 BAJO   Álava 1006 Spain;OPTICA ADURZA;PASEO DE LA ZUMAQUERA 23 BAJO;;Álava;1006;Spain
ES945144242;OPTICA GASTEIZ ADRIANO VI, 11   Álava 1008 Spain;OPTICA GASTEIZ;ADRIANO VI, 11;;Álava;1008;Spain
ES945244681;FARMACIA-OPTICA JON EGUINOA   PAULA MONTAL, Nº 20   Álava 1010 Spain;FARMACIA-OPTICA JON EGUINOA;  PAULA MONTAL, Nº 20;;Álava;1010;Spain
ES945264472;JOSE LUIS OPTICO OLAGUIBEL, 20   Álava 1004 Spain;JOSE LUIS OPTICO;OLAGUIBEL, 20;;Álava;1004;Spain
ES946124744;LA GAFA BOUTIQUE   MAESTRO GARCIA RIVERO, 4   Vizcaya 48011 Spain;LA GAFA BOUTIQUE;  MAESTRO GARCIA RIVERO, 4;;Vizcaya;48011;Spain
ES946186898;IKUSBERRI OPTIKA ZUBIAUR TAR KEPA, 3   Vizcaya 48370 Spain;IKUSBERRI OPTIKA;ZUBIAUR TAR KEPA, 3;;Vizcaya;48370;Spain
ES946250231;AREJITA OPTIKA DON TELLO, 2   Vizcaya 48300 Spain;AREJITA OPTIKA;DON TELLO, 2;;Vizcaya;48300;Spain
ES947052151;OPTICA SAN PEDRO DE LA FUENTE   SAN ZADORNIL, 8   Burgos 9006 Spain;OPTICA SAN PEDRO DE LA FUENTE;  SAN ZADORNIL, 8;;Burgos;9006;Spain
ES947147233;OPTICA CIENTIFICA DE MEDINA JUAN DE MEDINA, 7   Burgos 9500 Spain;OPTICA CIENTIFICA DE MEDINA;JUAN DE MEDINA, 7;;Burgos;9500;Spain
ES947201357;OPTICA IZAMIL LAIN CALVO, 28   Burgos 9003 Spain;OPTICA IZAMIL;LAIN CALVO, 28;;Burgos;9003;Spain
ES947202989;OPTICA SAN PABLO-14 SAN PABLO, 14   Burgos 9004 Spain;OPTICA SAN PABLO-14;SAN PABLO, 14;;Burgos;9004;Spain
ES947210584;NOVOPTICA SEVERO OCHOA, 19   Burgos 9006 Spain;NOVOPTICA;SEVERO OCHOA, 19;;Burgos;9006;Spain
ES947260848;OPTICA ALVAREZ ATIENZA   SANTANDER, Nº 7   Burgos 9004 Spain;OPTICA ALVAREZ ATIENZA;  SANTANDER, Nº 7;;Burgos;9004;Spain
ES947311732;CENTRAL OPTICA GREGORIO SOLABARRIETA, 1   Burgos 9200 Spain;CENTRAL OPTICA;GREGORIO SOLABARRIETA, 1;;Burgos;9200;Spain
ES947331642;OPTICUS ANA CRISTINA LOSA   CIUDAD DE VIERZON 36   Burgos 9200 Spain;OPTICUS ANA CRISTINA LOSA;  CIUDAD DE VIERZON 36;;Burgos;9200;Spain
ES947540831;OPTICA IRIS PLAZA DEL POZO, Nº 5   Burgos 9300 Spain;OPTICA IRIS;PLAZA DEL POZO, Nº 5;;Burgos;9300;Spain
ES947546463;OPTICA LENS   POSTAS, 14   Burgos 9400 Spain;OPTICA LENS;  POSTAS, 14;;Burgos;9400;Spain
ES948127805;OPTICA EGÜES MAYOR, Nº 31   Navarra 31600 Spain;OPTICA EGÜES;MAYOR, Nº 31;;Navarra;31600;Spain
ES948133462;DANAE CENTRO OPTICO ARTURO CAMPION, 9, BAJO   Navarra 31013 Spain;DANAE CENTRO OPTICO;ARTURO CAMPION, 9, BAJO;;Navarra;31013;Spain
ES948134788;CENTRO OPTICO PEDRO DUC SAN CRISTOBAL, 10 BAJO   Navarra 31015 Spain;CENTRO OPTICO PEDRO DUC;SAN CRISTOBAL, 10 BAJO;;Navarra;31015;Spain
ES948143640;OPTICA MILLAN EZCABA, 5   Navarra 31610 Spain;OPTICA MILLAN;EZCABA, 5;;Navarra;31610;Spain
ES948162502;OPTICA MENDILLORRI SEÑORIO DE EGULBATI, 1   Navarra 31016 Spain;OPTICA MENDILLORRI;SEÑORIO DE EGULBATI, 1;;Navarra;31016;Spain
ES948173779;OPTICA VALONNI ESQUIROZ, 26(ESQUINA ITURRAMA)   Navarra 31007 Spain;OPTICA VALONNI;ESQUIROZ, 26(ESQUINA ITURRAMA);;Navarra;31007;Spain
ES948180146;OPTICA LUIS ARRONDO PARQUE ERRENIEGA, 64   Navarra 31180 Spain;OPTICA LUIS ARRONDO;PARQUE ERRENIEGA, 64;;Navarra;31180;Spain
ES948228560;Optica Julio Ezpeleta Garcia Ximenez, 4   PAMPLONA 31002 Spain;Optica Julio Ezpeleta;Garcia Ximenez, 4;;PAMPLONA;31002;Spain
ES948292029;OPTICA SAN MIGUEL PAULINO CABALLERO, 42   Navarra 31004 Spain;OPTICA SAN MIGUEL;PAULINO CABALLERO, 42;;Navarra;31004;Spain
ES948365257;OPTICA IRUÑA MONASTERIO ALLOZ, 4   Navarra 31008 Spain;OPTICA IRUÑA;MONASTERIO ALLOZ, 4;;Navarra;31008;Spain
ES948563124;OPTICA SAKANA TRAVESIA INTXOSTIA Nº10   Navarra 31800 Spain;OPTICA SAKANA;TRAVESIA INTXOSTIA Nº10;;Navarra;31800;Spain
ES948627550;INTZURI OPTIKA   BITTIRIA 28 BAJO   Navarra 31770 Spain;INTZURI OPTIKA;  BITTIRIA 28 BAJO;;Navarra;31770;Spain
ES948700259;AROS CENTRO OPTICO RECOLETAS, 1   Navarra 31300 Spain;AROS CENTRO OPTICO;RECOLETAS, 1;;Navarra;31300;Spain
ES948712380;DOS CENTRO OPTICO   MAYOR, 19   Navarra 31390 Spain;DOS CENTRO OPTICO;  MAYOR, 19;;Navarra;31390;Spain
ES948847559;OPTICA PRADA CAMINO SAN MARCIAL, 16   Navarra 31500 Spain;OPTICA PRADA;CAMINO SAN MARCIAL, 16;;Navarra;31500;Spain
ES949214426;VILLA OPTICOS MIGUEL FLUITERS, 33   Guadalajara 19001 Spain;VILLA OPTICOS;MIGUEL FLUITERS, 33;;Guadalajara;19001;Spain
ES949220801;ALTOZANO OPTICOS MIGUEL FLUITERS, 20   Guadalajara 19001 Spain;ALTOZANO OPTICOS;MIGUEL FLUITERS, 20;;Guadalajara;19001;Spain
ES949222039;VG SALUD / VG OPTICOS PASEO DR. FERNANDEZ IPARAGUIRE   Guadalajara 19003 Spain;VG SALUD / VG OPTICOS;PASEO DR. FERNANDEZ IPARAGUIRE;;Guadalajara;19003;Spain
ES949224201;OPTICA NUEVA VIRGEN DE LA ANTIGUA, 3   Guadalajara 19001 Spain;OPTICA NUEVA;VIRGEN DE LA ANTIGUA, 3;;Guadalajara;19001;Spain
ES950135081;SALAS OPTICOS AVDA. GUILLERMO REINA   Almería 4600 Spain;SALAS OPTICOS;AVDA. GUILLERMO REINA;;Almería;4600;Spain
ES950321000;OPTICA RICO AVENIDA ROQUETAS, 21   Almería 4740 Spain;OPTICA RICO;AVENIDA ROQUETAS, 21;;Almería;4740;Spain
ES950321230;OPTICA RICO AV. JUAN CARLOS I, 3   Almería 4740 Spain;OPTICA RICO;AV. JUAN CARLOS I, 3;;Almería;4740;Spain
ES950333646;OPTICA CERRUDO AV. PLAYA SERENA, 2   Almería 4740 Spain;OPTICA CERRUDO;AV. PLAYA SERENA, 2;;Almería;4740;Spain
ES950390941;NEO-OPTICA PLAZA DEL SOL, 9   Almería 4620 Spain;NEO-OPTICA;PLAZA DEL SOL, 9;;Almería;4620;Spain
ES950412115;OPTICA SUAREZ   PUERTAS DE SAN NICOLAS, 2   Almería 4820 Spain;OPTICA SUAREZ;  PUERTAS DE SAN NICOLAS, 2;;Almería;4820;Spain
ES950442100;OPTICOS ALMERIA AVDA. ALMANZORA, 16   Almería 4860 Spain;OPTICOS ALMERIA;AVDA. ALMANZORA, 16;;Almería;4860;Spain
ES950485187;NOVA VISION OPTICOS Pº PEDRO PONCE, 14   Almería 4700 Spain;NOVA VISION OPTICOS;Pº PEDRO PONCE, 14;;Almería;4700;Spain
ES950486468;OPTICA SANTO DOMINGO AVDA. OASIS, 154   Almería 4700 Spain;OPTICA SANTO DOMINGO;AVDA. OASIS, 154;;Almería;4700;Spain
ES950554264;OPTICA ORVIS BULEVAR CIUDAD DE VICAR, 1280   Almería 4738 Spain;OPTICA ORVIS;BULEVAR CIUDAD DE VICAR, 1280;;Almería;4738;Spain
ES950587924;OPTICA PUJALTE OLIVINA, 1   Almería 4716 Spain;OPTICA PUJALTE;OLIVINA, 1;;Almería;4716;Spain
ES951056355;OPTICA CURIEL JUAN CARLOS I, 30   Sevilla 41840 Spain;OPTICA CURIEL;JUAN CARLOS I, 30;;Sevilla;41840;Spain
ES951138332;OPTICA ROCA MALAGA   ESPERANTO, 2   Málaga 29007 Spain;OPTICA ROCA MALAGA;  ESPERANTO, 2;;Málaga;29007;Spain
ES951241410;OCULUS OPTICA AVDA. PADRE ISMAEL, 61   Alicante 3680 Spain;OCULUS OPTICA;AVDA. PADRE ISMAEL, 61;;Alicante;3680;Spain
ES951252643;OPTICA CARTAMA AV. MANUEL DE FALLA, LOCAL1,3   Málaga 29580 Spain;OPTICA CARTAMA;AV. MANUEL DE FALLA, LOCAL1,3;;Málaga;29580;Spain
ES951396957;OPTICA ALORA AV. CERVANTES, 27   Málaga 29500 Spain;OPTICA ALORA;AV. CERVANTES, 27;;Málaga;29500;Spain
ES952068900;OPTICA ABATI PLZA.PINTOR SANDRO BOTICELLI,5   Málaga 29010 Spain;OPTICA ABATI;PLZA.PINTOR SANDRO BOTICELLI,5;;Málaga;29010;Spain
ES952092194;OPTICA TODOVISION AVDA. SAN SEBASTIAN, 6   Málaga 29010 Spain;OPTICA TODOVISION;AVDA. SAN SEBASTIAN, 6;;Málaga;29010;Spain
ES952197649;L'OPTICA DARO L´AIGUETA, 3   Girona 17100 Spain;L'OPTICA DARO;L´AIGUETA, 3;;Girona;17100;Spain
ES952239684;OPTICA LA LUZ ISSAC PERAL, 17   Málaga 29004 Spain;OPTICA LA LUZ;ISSAC PERAL, 17;;Málaga;29004;Spain
ES952256804;OPTICA VICTORIA FERNANDO EL CATOLICO, 22   Málaga 29003 Spain;OPTICA VICTORIA;FERNANDO EL CATOLICO, 22;;Málaga;29003;Spain
ES952283659;CENTRO OPTICO ANDRÓMEDA   HERMES 12   Málaga 29010 Spain;CENTRO OPTICO ANDRÓMEDA;  HERMES 12;;Málaga;29010;Spain
ES952309894;OPTICA BAILEN PLAZA DE BAILEN, 5   Málaga 29009 Spain;OPTICA BAILEN;PLAZA DE BAILEN, 5;;Málaga;29009;Spain
ES952333740;OPTICA CHACON LA UNION, 42   Málaga 29006 Spain;OPTICA CHACON;LA UNION, 42;;Málaga;29006;Spain
ES952335745;OPTICA BARBARELA AVDA. JUAN XXIII, Nº 61   Málaga 29006 Spain;OPTICA BARBARELA;AVDA. JUAN XXIII, Nº 61;;Málaga;29006;Spain
